Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD_short,MACD_long,MACD,MACD_signal,MACD_oscillator
1983-11-21,7.939333915710449,8.00959300994873,7.377256870269775,7.742607116699219,1.3325629234313965,10611541.0,,7.742607116699219,7.742607116699219,0.0,0.0,0.0
1983-11-28,7.700450897216797,7.700450897216797,7.391308784484863,7.433465003967285,1.2793570756912231,14434862.0,,7.5751551389694205,7.582091019703791,-0.006935880734370237,-0.003853267074650131,-0.0030826136597201055
1983-12-05,7.433465003967285,7.517776012420654,7.3491530418396,7.475619792938232,1.286612629890442,20700022.0,,7.53630647042607,7.543836941679103,-0.0075304712530330775,-0.005360317967430027,-0.002170153285603051
1983-12-12,7.475619792938232,7.658295154571533,7.4615678787231445,7.616139888763428,1.3107964992523193,16825104.0,,7.561506760668481,7.564049686075489,-0.0025429254070079566,-0.004405916693574312,0.0018629912865663553
1983-12-19,7.616139888763428,7.616139888763428,7.3491530418396,7.3632049560546875,1.2672650814056396,12693997.0,,7.507628869080933,7.517472964779708,-0.009844095698775313,-0.006023651999738341,-0.0038204436990369713
1983-12-26,7.3491530418396,7.405361175537109,7.306996822357178,7.335101127624512,1.2624281644821167,12329278.0,,7.465695551256272,7.480945340343114,-0.015249789086841936,-0.0085244481136423,-0.006725340973199637
1984-01-02,7.377256870269775,8.037696838378906,7.377256870269775,7.981489181518555,1.3736761808395386,13874440.0,,7.580793095225092,7.5699644677456766,0.010828627479415154,-0.003626700974115524,0.014455328453530678
1984-01-09,7.981489181518555,8.12200927734375,7.855021953582764,8.037696838378906,1.3833507299423218,9191805.0,,7.676141864115403,7.645327742279738,0.030814121835664565,0.004650076406891119,0.026164045428773444
1984-01-16,8.093905448913574,8.262528419494629,8.093905448913574,8.262528419494629,1.4220457077026367,11431713.0,,7.792149996010889,7.7368104320105875,0.0553395640003016,0.016359599512813638,0.03897996448748796
1984-01-23,8.262528419494629,8.403046607971191,8.178215980529785,8.290632247924805,1.4268828630447388,9993297.0,,7.8866121890162395,7.813232452431866,0.07337973658437313,0.029135420231257418,0.044244316353115716
1984-01-30,8.290632247924805,8.445202827453613,8.220372200012207,8.276579856872559,1.424464464187622,11566926.0,,7.95796686944934,7.873328757576493,0.08463811187284698,0.041279092023605156,0.04335901984924182
1984-02-06,8.262528419494629,8.262528419494629,7.826918125152588,7.8971781730651855,1.3591663837432861,11558919.0,,7.9471588387929915,7.876259034050485,0.07089980474250623,0.047640378870898996,0.023259425871607238
1984-02-13,7.8971781730651855,8.234423637390137,7.826918125152588,8.15011215209961,1.4026981592178345,12620163.0,,7.982399244074471,7.908340877434079,0.07405836664039178,0.05323134292414885,0.020827023716242933
1984-02-20,8.15011215209961,8.15011215209961,7.784762859344482,7.995541095733643,1.3760954141616821,10078695.0,,7.984636881816253,7.918134499698559,0.06650238211769377,0.05600765422516976,0.010494727892524008
1984-02-27,7.981489181518555,8.262528419494629,7.784762859344482,8.192268371582031,1.4099541902542114,9081500.0,58.24741690994737,8.019418710879082,7.947789069609388,0.07162964126969396,0.05924599046115008,0.012383650808543874
1984-03-05,8.178215980529785,8.178215980529785,7.8831257820129395,7.939333915710449,1.3664216995239258,6943002.0,52.95601830710531,8.0061840670445,7.946904591054128,0.05927947599037253,0.05925288153343568,2.659445693685425e-05
1984-03-12,7.939333915710449,8.093905448913574,7.8971781730651855,8.051749229431152,1.3857696056365967,13001784.0,54.916287197010845,8.013629108580792,7.957547237443907,0.05608187113688512,0.05860406950610292,-0.0025221983692177985
1984-03-19,8.037696838378906,8.037696838378906,7.925282001495361,8.023645401000977,1.380932331085205,12399553.0,54.30704158177622,8.015250226472627,7.964077619468907,0.051172607003720394,0.057090511162456614,-0.00591790415873622
1984-03-26,7.8831257820129395,7.981489181518555,7.869073867797852,7.911230087280273,1.3615849018096924,9004109.0,51.83008801316489,7.998548411652678,7.9589823526678485,0.03956605898482923,0.05353437135115821,-0.013968312366328978
